Date,Price Index,Total Return Index,Change,%Change
2021/07/15,14132.4,27830.08,123.42,0.88%
2021/07/16,13909.81,27391.75,-222.59,-1.58%
2021/07/19,13777.66,27131.51,-132.15,-0.95%
2021/07/20,13630.38,26852.73,-147.28,-1.07%
2021/07/21,13623.81,26839.79,-6.57,-0.05%
2021/07/22,13714.84,27079.95,91.03,0.67%
2021/07/23,13672.36,27001.52,-42.48,-0.31%
2021/07/26,13500.33,26712.68,-172.03,-1.26%
2021/07/27,13459.84,26640.35,-40.49,-0.3%
2021/07/28,13374.08,26487.95,-85.76,-0.64%
2021/07/29,13549.72,26835.82,175.64,1.31%
2021/07/30,13459.96,26673.45,-89.76,-0.66%
2021/08/02,13680.12,27131.06,220.16,1.64%
2021/08/03,13731.9,27235.25,51.78,0.38%
2021/08/04,13799.99,27370.96,68.09,0.5%
2021/08/05,13803.43,27391.88,3.44,0.02%
2021/08/06,13725.1,27236.44,-78.33,-0.57%
2021/08/09,13738.03,27262.1,12.93,0.09%
2021/08/10,13618.61,27033.63,-119.42,-0.87%
2021/08/11,13593.52,26991.29,-25.09,-0.18%
2021/08/12,13534.12,26905.03,-59.4,-0.44%
2021/08/13,13383.23,26605.06,-150.89,-1.11%
2021/08/16,13354.2,26564.79,-29.03,-0.22%
2021/08/17,13229.09,26324.03,-125.11,-0.94%
2021/08/18,13276.0,26423.36,46.91,0.35%
2021/08/19,12929.33,25733.37,-346.67,-2.61%
2021/08/20,12855.21,25585.85,-74.12,-0.57%
2021/08/23,13180.92,26240.73,325.71,2.53%
2021/08/24,13265.24,26408.59,84.32,0.64%
2021/08/25,13459.17,26809.93,193.93,1.46%
2021/08/26,13523.69,26946.85,64.52,0.48%
2021/08/27,13659.44,27217.35,135.75,1%
2021/08/30,13818.11,27533.5,158.67,1.16%
2021/08/31,13933.33,27775.43,115.22,0.83%
2021/09/01,13906.38,27721.71,-26.95,-0.19%
2021/09/02,13796.18,27502.02,-110.2,-0.79%
2021/09/03,13998.19,27904.72,202.01,1.46%
2021/09/06,14059.59,28040.36,61.4,0.44%
2021/09/07,13968.71,27870.0,-90.88,-0.65%
2021/09/08,13884.45,27707.94,-84.26,-0.6%
2021/09/09,13877.12,27705.2,-7.33,-0.05%
2021/09/10,13997.54,27945.62,120.42,0.87%
2021/09/13,13932.38,27815.53,-65.16,-0.47%
2021/09/14,13924.39,27799.58,-7.99,-0.06%
2021/09/15,13834.33,27619.77,-90.06,-0.65%
2021/09/16,13744.07,27502.38,-90.26,-0.65%
2021/09/17,13714.44,27443.09,-29.63,-0.22%
2021/09/22,13422.53,26858.96,-291.91,-2.13%
2021/09/23,13516.79,27047.59,94.26,0.7%
2021/09/24,13691.63,27397.43,174.84,1.29%
2021/09/27,13756.57,27527.38,64.94,0.47%
2021/09/28,13624.72,27263.54,-131.85,-0.96%
2021/09/29,13334.31,26682.44,-290.41,-2.13%
2021/09/30,13369.3,26752.45,34.99,0.26%
2021/10/01,13135.44,26284.49,-233.86,-1.75%
2021/10/04,13043.13,26099.76,-92.31,-0.7%
2021/10/05,13034.57,26082.64,-8.56,-0.07%
2021/10/06,13020.02,26053.52,-14.55,-0.11%
2021/10/07,13257.18,26528.09,237.16,1.82%
2021/10/08,13167.1,26347.85,-90.08,-0.68%
2021/10/12,13052.63,26118.79,-114.47,-0.87%
2021/10/13,12964.75,25942.92,-87.88,-0.67%
2021/10/14,12979.73,25972.9,14.98,0.12%
2021/10/15,13383.33,26780.53,403.6,3.11%
2021/10/18,13269.27,26552.28,-114.06,-0.85%
2021/10/19,13437.4,26888.72,168.13,1.27%
2021/10/20,13408.93,26831.76,-28.47,-0.21%
2021/10/21,13399.49,26812.87,-9.44,-0.07%
2021/10/22,13418.2,26850.3,18.71,0.14%
2021/10/25,13375.99,26765.83,-42.21,-0.31%
2021/10/26,13507.3,27028.59,131.31,0.98%
2021/10/27,13508.29,27030.58,0.99,0.01%
2021/10/28,13452.58,26919.09,-55.71,-0.41%
2021/10/29,13357.3,26728.43,-95.28,-0.71%
2021/11/01,13378.02,26769.89,20.72,0.16%
2021/11/02,13408.33,26830.54,30.31,0.23%
2021/11/03,13434.04,26881.99,25.71,0.19%
2021/11/04,13373.22,26760.3,-60.82,-0.45%
2021/11/05,13600.89,27215.87,227.67,1.7%
2021/11/08,13709.75,27433.7,108.86,0.8%
2021/11/09,13822.16,27658.63,112.41,0.82%
2021/11/10,13812.0,27638.31,-10.16,-0.07%
2021/11/11,13694.26,27402.7,-117.74,-0.85%
2021/11/12,13734.83,27483.89,40.57,0.3%
2021/11/15,13831.9,27678.13,97.07,0.71%
2021/11/16,13882.75,27779.87,50.85,0.37%
2021/11/17,13914.14,27842.69,31.39,0.23%
2021/11/18,14007.18,28028.87,93.04,0.67%
2021/11/19,14023.96,28062.44,16.78,0.12%
2021/11/22,13968.19,27950.84,-55.77,-0.4%
2021/11/23,13875.18,27764.73,-93.01,-0.67%
2021/11/24,13779.49,27573.25,-95.69,-0.69%
2021/11/25,13788.08,27590.44,8.59,0.06%
2021/11/26,13582.37,27178.81,-205.71,-1.49%
2021/11/29,13548.3,27110.64,-34.07,-0.25%
2021/11/30,13590.78,27195.64,42.48,0.31%
2021/12/01,13756.1,27526.46,165.32,1.22%
2021/12/02,13977.02,27968.52,220.92,1.61%
2021/12/03,13898.83,27812.05,-78.19,-0.56%
2021/12/06,13862.98,27740.32,-35.85,-0.26%
2021/12/07,13960.4,27935.26,97.42,0.7%
2021/12/08,13949.49,27913.43,-10.91,-0.08%
2021/12/09,14026.72,28067.96,77.23,0.55%
2021/12/10,13946.44,27907.32,-80.28,-0.57%
2021/12/13,13882.95,27780.28,-63.49,-0.46%
2021/12/14,13797.56,27609.42,-85.39,-0.62%
2021/12/15,13820.54,27655.4,22.98,0.17%
2021/12/16,13922.97,27921.72,102.43,0.74%
2021/12/17,13969.15,28014.34,46.18,0.33%
2021/12/20,13810.26,27695.7,-158.89,-1.14%
2021/12/21,13891.29,27858.18,81.03,0.59%
2021/12/22,13928.36,27932.53,37.07,0.27%
2021/12/23,14030.49,28137.34,102.13,0.73%
2021/12/24,14036.64,28149.69,6.15,0.04%
2021/12/27,14105.03,28286.84,68.39,0.49%
2021/12/28,14270.5,28618.67,165.47,1.17%
2021/12/29,14299.9,28677.63,29.4,0.21%
2021/12/30,14265.96,28609.56,-33.94,-0.24%
2022/01/03,14383.41,28845.11,117.45,0.82%
2022/01/04,14701.35,29482.72,317.94,2.21%
2022/01/05,14678.33,29436.56,-23.02,-0.16%
2022/01/06,14551.18,29181.56,-127.15,-0.87%
2022/01/07,14384.41,28847.11,-166.77,-1.15%
2022/01/10,14458.76,28996.21,74.35,0.52%
2022/01/11,14573.5,29226.31,114.74,0.79%
2022/01/12,14680.68,29444.22,107.18,0.74%
2022/01/13,14742.67,29568.55,61.99,0.42%
2022/01/14,14770.17,29623.7,27.5,0.19%
2022/01/17,14901.26,29886.64,131.09,0.89%
2022/01/18,14682.86,29448.59,-218.4,-1.47%
2022/01/19,14545.44,29172.99,-137.42,-0.94%
2022/01/20,14506.92,29095.73,-38.52,-0.26%
2022/01/21,14270.82,28622.2,-236.1,-1.63%
2022/01/24,14410.74,28902.83,139.92,0.98%
2022/01/25,14187.47,28455.02,-223.27,-1.55%
2022/01/26,14122.9,28325.51,-64.57,-0.46%
2022/02/07,14224.46,28529.22,101.56,0.72%
2022/02/08,14207.68,28495.56,-16.78,-0.12%
2022/02/09,14348.65,28778.3,140.97,0.99%
2022/02/10,14575.62,29233.51,226.97,1.58%
2022/02/11,14558.3,29198.77,-17.32,-0.12%
2022/02/14,14289.38,28659.43,-268.92,-1.85%
2022/02/15,14225.18,28530.65,-64.2,-0.45%
2022/02/16,14471.57,29024.82,246.39,1.73%
2022/02/17,14477.34,29036.4,5.77,0.04%
2022/02/18,14388.17,28857.56,-89.17,-0.62%
2022/02/21,14361.33,28803.72,-26.84,-0.19%
2022/02/22,14196.62,28473.37,-164.71,-1.15%
2022/02/23,14218.34,28516.94,21.72,0.15%
2022/02/24,13827.21,27732.47,-391.13,-2.75%
2022/02/25,13854.32,27786.85,27.11,0.2%
2022/03/01,14010.99,28101.07,156.67,1.13%
2022/03/02,13961.12,28001.05,-49.87,-0.36%
2022/03/03,14001.91,28082.85,40.79,0.29%
2022/03/04,13833.41,27744.9,-168.5,-1.2%
2022/03/07,13390.32,26856.21,-443.09,-3.2%
2022/03/08,13122.62,26319.31,-267.7,-2%
2022/03/09,13253.44,26581.69,130.82,1%
2022/03/10,13626.25,27329.42,372.81,2.81%
2022/03/11,13456.9,26989.75,-169.35,-1.24%
2022/03/14,13419.39,26914.53,-37.51,-0.28%
2022/03/15,13153.86,26385.57,-265.53,-1.98%
2022/03/16,13162.47,26463.79,8.61,0.07%
2022/03/17,13608.09,27359.73,445.62,3.39%
2022/03/18,13601.36,27346.2,-6.73,-0.05%
2022/03/21,13689.8,27524.01,88.44,0.65%
2022/03/22,13660.38,27464.85,-29.42,-0.21%
2022/03/23,13812.52,27770.75,152.14,1.11%
2022/03/24,13800.02,27745.62,-12.5,-0.09%
2022/03/25,13834.88,27816.72,34.86,0.25%
2022/03/28,13661.32,27467.76,-173.56,-1.25%
2022/03/29,13683.34,27512.05,22.02,0.16%
2022/03/30,13857.06,27861.33,173.72,1.27%
2022/03/31,13828.59,27804.09,-28.47,-0.21%
2022/04/01,13730.4,27606.67,-98.19,-0.71%
2022/04/06,13601.75,27347.99,-128.65,-0.94%
2022/04/07,13342.67,26827.08,-259.08,-1.9%
2022/04/08,13396.14,26934.59,53.47,0.4%
2022/04/11,13217.4,26575.21,-178.74,-1.33%
2022/04/12,13184.35,26508.76,-33.05,-0.25%
2022/04/13,13462.21,27067.42,277.86,2.11%
2022/04/14,13396.28,26934.88,-65.93,-0.49%
2022/04/15,13187.45,26515.0,-208.83,-1.56%
2022/04/18,13111.65,26362.58,-75.8,-0.57%
2022/04/19,13168.16,26476.21,56.51,0.43%
2022/04/20,13304.78,26750.9,136.62,1.04%
2022/04/21,13249.26,26639.26,-55.52,-0.42%
2022/04/22,13157.99,26455.76,-91.27,-0.69%
2022/04/25,12890.96,25918.87,-267.03,-2.03%
2022/04/26,12916.69,25970.6,25.73,0.2%
2022/04/27,12596.03,25325.87,-320.66,-2.48%
2022/04/28,12713.15,25561.35,117.12,0.93%
2022/04/29,12856.75,25850.09,143.6,1.13%
2022/05/03,12741.35,25618.06,-115.4,-0.9%
2022/05/04,12802.97,25741.94,61.62,0.48%
2022/05/05,12903.72,25944.52,100.75,0.79%
2022/05/06,12657.08,25448.62,-246.64,-1.91%
2022/05/09,12416.44,24964.78,-240.64,-1.9%
2022/05/10,12398.92,24929.55,-17.52,-0.14%
2022/05/11,12393.71,24919.09,-5.21,-0.04%
2022/05/12,12062.49,24253.13,-331.22,-2.67%
2022/05/13,12201.09,24531.79,138.6,1.15%
2022/05/16,12272.1,24674.58,71.01,0.58%
2022/05/17,12403.23,24938.22,131.13,1.07%
2022/05/18,12620.09,25374.25,216.86,1.75%
2022/05/19,12350.88,24832.97,-269.21,-2.13%
2022/05/20,12469.64,25071.76,118.76,0.96%
2022/05/23,12468.59,25069.63,-1.05,-0.01%
2022/05/24,12312.17,24755.13,-156.42,-1.25%
2022/05/25,12406.77,24945.34,94.6,0.77%
2022/05/26,12269.24,24668.82,-137.53,-1.11%
2022/05/27,12564.5,25262.48,295.26,2.41%
2022/05/30,12867.57,25871.83,303.07,2.41%
2022/05/31,13088.7,26316.45,221.13,1.72%
2022/06/01,12921.57,25980.4,-167.13,-1.28%
2022/06/02,12790.15,25716.17,-131.42,-1.02%
2022/06/06,12845.45,25827.37,55.3,0.43%
2022/06/07,12734.78,25604.84,-110.67,-0.86%
2022/06/08,12904.22,25945.53,169.44,1.33%
2022/06/09,12846.78,25830.04,-57.44,-0.45%
2022/06/10,12686.59,25507.96,-160.19,-1.25%
2022/06/13,12370.14,24871.69,-316.45,-2.49%
2022/06/14,12339.88,24810.84,-30.26,-0.24%
2022/06/15,12281.56,24693.58,-58.32,-0.47%
2022/06/16,12217.14,24624.52,-64.42,-0.52%
2022/06/17,12037.73,24262.9,-179.41,-1.47%
2022/06/20,11910.61,24006.68,-127.12,-1.06%
2022/06/21,12163.73,24521.73,253.12,2.13%
2022/06/22,11854.94,23937.78,-308.79,-2.54%
2022/06/23,11645.17,23612.57,-209.77,-1.77%
2022/06/24,11707.59,23739.13,62.42,0.54%
2022/06/27,11901.84,24165.8,194.25,1.66%
2022/06/28,11835.19,24061.6,-66.65,-0.56%
2022/06/29,11670.69,23803.13,-164.5,-1.39%
2022/06/30,11357.32,23182.56,-313.37,-2.69%
2022/07/01,10979.01,22410.34,-378.31,-3.33%
2022/07/04,10795.78,22132.05,-183.23,-1.67%
2022/07/05,10887.07,22358.51,91.29,0.85%
2022/07/06,10600.75,21823.76,-286.32,-2.63%
2022/07/07,10941.64,22534.42,340.89,3.22%
2022/07/08,11057.53,22786.18,115.89,1.06%
2022/07/11,10949.23,22563.0,-108.3,-0.98%
2022/07/12,10656.41,21986.5,-292.82,-2.67%
2022/07/13,11006.14,22708.07,349.73,3.28%
2022/07/14,11091.99,22911.58,85.85,0.78%
2022/07/15,11255.36,23253.11,163.37,1.47%
2022/07/18,11364.54,23478.68,109.18,0.97%
2022/07/19,11310.7,23367.45,-53.84,-0.47%
2022/07/20,11364.57,23490.83,53.87,0.48%
2022/07/21,11552.63,23884.72,188.06,1.65%
2022/07/22,11577.66,23936.47,25.03,0.22%
2022/07/25,11538.66,23855.84,-39.0,-0.34%
2022/07/26,11441.12,23689.88,-97.54,-0.85%
2022/07/27,11543.95,23926.16,102.83,0.9%
2022/07/28,11547.34,23941.21,3.39,0.03%
2022/07/29,11641.91,24165.48,94.57,0.82%
2022/08/01,11606.29,24108.07,-35.62,-0.31%
2022/08/02,11403.41,23686.65,-202.88,-1.75%
2022/08/03,11503.98,23900.36,100.57,0.88%
2022/08/04,11457.31,23825.21,-46.67,-0.41%
2022/08/05,11750.15,24434.18,292.84,2.56%
2022/08/08,11716.55,24364.31,-33.6,-0.29%
2022/08/09,11715.45,24362.01,-1.1,-0.01%
2022/08/10,11587.78,24105.71,-127.67,-1.09%
2022/08/11,11830.67,24636.28,242.89,2.1%
2022/08/12,11882.44,24744.09,51.77,0.44%
2022/08/15,11982.76,24953.0,100.32,0.84%
2022/08/16,11993.42,24975.2,10.66,0.09%
2022/08/17,12037.68,25067.37,44.26,0.37%
2022/08/18,11935.21,24857.78,-102.47,-0.85%
2022/08/19,11927.68,24842.11,-7.53,-0.06%
2022/08/22,11764.09,24501.39,-163.59,-1.37%
2022/08/23,11620.63,24204.35,-143.46,-1.22%
2022/08/24,11579.02,24123.87,-41.61,-0.36%
2022/08/25,11679.71,24333.63,100.69,0.87%
2022/08/26,11745.86,24471.46,66.15,0.57%
2022/08/29,11454.67,23864.8,-291.19,-2.48%
2022/08/30,11437.03,23828.04,-17.64,-0.15%
2022/08/31,11569.36,24103.74,132.33,1.16%
2022/09/01,11306.85,23556.81,-262.51,-2.27%
2022/09/02,11180.59,23293.76,-126.26,-1.12%
2022/09/05,11213.92,23363.2,33.33,0.3%
2022/09/06,11279.87,23500.6,65.95,0.59%
2022/09/07,11008.59,22937.35,-271.28,-2.4%
2022/09/08,11099.84,23127.47,91.25,0.83%
2022/09/12,11295.88,23548.31,196.04,1.77%
2022/09/13,11383.96,23731.93,88.08,0.78%
2022/09/14,11145.52,23234.87,-238.44,-2.09%
2022/09/15,11137.23,23280.31,-8.29,-0.07%
2022/09/16,11042.11,23081.48,-95.12,-0.85%
2022/09/19,10952.51,22894.18,-89.6,-0.81%
2022/09/20,11070.84,23141.53,118.33,1.08%
2022/09/21,10974.68,22940.52,-96.16,-0.87%
2022/09/22,10834.16,22646.8,-140.52,-1.28%
2022/09/23,10698.38,22362.98,-135.78,-1.25%
2022/09/26,10484.78,21916.48,-213.6,-2%
2022/09/27,10498.1,21944.32,13.32,0.13%
2022/09/28,10259.4,21445.39,-238.7,-2.27%
2022/09/29,10252.81,21431.6,-6.59,-0.06%
2022/09/30,10098.31,21108.64,-154.5,-1.51%
2022/10/03,9991.79,20885.99,-106.52,-1.05%
2022/10/04,10222.14,21367.49,230.35,2.31%
2022/10/05,10485.87,21918.78,263.73,2.58%
2022/10/06,10576.67,22108.57,90.8,0.87%
2022/10/07,10371.77,21680.27,-204.9,-1.94%
2022/10/11,9814.65,20515.71,-557.12,-5.37%
2022/10/12,9784.01,20451.66,-30.64,-0.31%
2022/10/13,9655.45,20182.94,-128.56,-1.31%
2022/10/14,9927.76,20752.15,272.31,2.82%
2022/10/17,9743.76,20367.53,-184.0,-1.85%
2022/10/18,9895.28,20684.25,151.52,1.56%
2022/10/19,9730.06,20338.89,-165.22,-1.67%
2022/10/20,9739.05,20357.69,8.99,0.09%
2022/10/21,9648.34,20168.07,-90.71,-0.93%
2022/10/24,9647.31,20165.92,-1.03,-0.01%
2022/10/25,9442.85,19738.52,-204.46,-2.12%
2022/10/26,9526.55,19913.48,83.7,0.89%
2022/10/27,9664.87,20202.62,138.32,1.45%
2022/10/28,9565.44,19994.78,-99.43,-1.03%
2022/10/31,9711.63,20300.36,146.19,1.53%
2022/11/01,9764.76,20411.43,53.13,0.55%
2022/11/02,9810.29,20506.6,45.53,0.47%
2022/11/03,9659.88,20192.19,-150.41,-1.53%
2022/11/04,9662.43,20197.53,2.55,0.03%
2022/11/07,9830.04,20547.87,167.61,1.73%
2022/11/08,9962.94,20825.68,132.9,1.35%
2022/11/09,10258.01,21442.48,295.07,2.96%
2022/11/10,10126.06,21166.66,-131.95,-1.29%
2022/11/11,10669.46,22302.54,543.4,5.37%
2022/11/14,10780.74,22535.14,111.28,1.04%
2022/11/15,11221.38,23456.23,440.64,4.09%
2022/11/16,11252.18,23520.6,30.8,0.27%
2022/11/17,11223.93,23461.56,-28.25,-0.25%
2022/11/18,11216.21,23445.41,-7.72,-0.07%
2022/11/21,11162.86,23333.9,-53.35,-0.48%
2022/11/22,11279.23,23577.14,116.37,1.04%
2022/11/23,11319.94,23662.24,40.71,0.36%
2022/11/24,11443.27,23920.03,123.33,1.09%
2022/11/25,11453.52,23941.46,10.25,0.09%
2022/11/28,11181.91,23373.73,-271.61,-2.37%
2022/11/29,11323.55,23669.78,141.64,1.27%
2022/11/30,11445.29,23924.26,121.74,1.08%
2022/12/01,11572.08,24189.28,126.79,1.11%
2022/12/02,11504.18,24047.35,-67.9,-0.59%
2022/12/05,11472.54,23981.23,-31.64,-0.28%
2022/12/06,11261.19,23539.44,-211.35,-1.84%
2022/12/07,11197.6,23406.51,-63.59,-0.56%
2022/12/08,11105.02,23213.0,-92.58,-0.83%
2022/12/09,11266.02,23549.52,161.0,1.45%
2022/12/12,11175.49,23360.3,-90.53,-0.8%
2022/12/13,11092.49,23186.8,-83.0,-0.74%
2022/12/14,11271.36,23560.7,178.87,1.61%
2022/12/15,11245.62,23569.52,-25.74,-0.23%
2022/12/16,11067.43,23196.06,-178.19,-1.58%
2022/12/19,10989.49,23032.69,-77.94,-0.7%
2022/12/20,10804.26,22644.47,-185.23,-1.69%
2022/12/21,10844.69,22729.22,40.43,0.37%
2022/12/22,11024.39,23105.84,179.7,1.66%
2022/12/23,10839.24,22717.8,-185.15,-1.68%
2022/12/26,10858.32,22757.79,19.08,0.18%
2022/12/27,10884.24,22812.11,25.92,0.24%
2022/12/28,10763.22,22558.46,-121.02,-1.11%
2022/12/29,10670.1,22363.3,-93.12,-0.87%
2022/12/30,10716.37,22460.28,46.27,0.43%
2023/01/03,10796.85,22628.95,80.48,0.75%
2023/01/04,10744.98,22520.24,-51.87,-0.48%
2023/01/05,10867.19,22776.38,122.21,1.14%
2023/01/06,10924.94,22897.41,57.75,0.53%
2023/01/09,11312.07,23708.79,387.13,3.54%
2023/01/10,11377.91,23846.78,65.84,0.58%
2023/01/11,11334.89,23756.62,-43.02,-0.38%
2023/01/12,11335.16,23757.18,0.27,0%
2023/01/13,11470.03,24039.85,134.87,1.19%
2023/01/16,11567.73,24244.63,97.7,0.85%
2023/01/17,11552.44,24212.58,-15.29,-0.13%
2023/01/30,12138.4,25440.68,585.96,5.07%
2023/01/31,11828.06,24790.25,-310.34,-2.56%
2023/02/01,11964.02,25075.2,135.96,1.15%
2023/02/02,12114.42,25390.43,150.4,1.26%
2023/02/03,12128.74,25420.43,14.32,0.12%
2023/02/06,11891.14,24922.46,-237.6,-1.96%
2023/02/07,11863.95,24865.47,-27.19,-0.23%
2023/02/08,12102.58,25365.6,238.63,2.01%
2023/02/09,12092.35,25344.17,-10.23,-0.08%
2023/02/10,12141.85,25447.91,49.5,0.41%
2023/02/13,12094.16,25347.96,-47.69,-0.39%
2023/02/14,12185.84,25540.12,91.68,0.76%
2023/02/15,11923.54,24990.35,-262.3,-2.15%
2023/02/16,11988.73,25127.0,65.19,0.55%
2023/02/17,11885.65,24910.96,-103.08,-0.86%
2023/02/20,11910.18,24962.37,24.53,0.21%
2023/02/21,11900.03,24941.08,-10.15,-0.09%
2023/02/22,11758.38,24644.21,-141.65,-1.19%
2023/02/23,11929.71,25003.3,171.33,1.46%
2023/02/24,11804.37,24740.6,-125.34,-1.05%
2023/03/01,11960.6,25068.04,156.23,1.32%
2023/03/02,11929.01,25001.83,-31.59,-0.26%
2023/03/03,11909.52,24960.98,-19.49,-0.16%
2023/03/06,12030.05,25213.6,120.53,1.01%
2023/03/07,12106.52,25373.87,76.47,0.64%
2023/03/08,12046.23,25247.5,-60.29,-0.5%
2023/03/09,12020.04,25192.62,-26.19,-0.22%
2023/03/10,11838.22,24811.55,-181.82,-1.51%
2023/03/13,11888.87,24917.7,50.65,0.43%
2023/03/14,11729.6,24583.88,-159.27,-1.34%
2023/03/15,11751.51,24629.81,21.91,0.19%
2023/03/16,11638.85,24460.39,-112.66,-0.96%
2023/03/17,11848.71,24901.43,209.86,1.8%
2023/03/20,11768.25,24732.34,-80.46,-0.68%
2023/03/21,11841.29,24885.83,73.04,0.62%
2023/03/22,12078.88,25385.14,237.59,2.01%
2023/03/23,12175.52,25588.25,96.64,0.8%
2023/03/24,12206.44,25654.62,30.92,0.25%
2023/03/27,12092.83,25415.83,-113.61,-0.93%
2023/03/28,11992.51,25205.0,-100.32,-0.83%
2023/03/29,12063.05,25353.25,70.54,0.59%
2023/03/30,12130.45,25494.9,67.4,0.56%
2023/03/31,12131.81,25497.77,1.36,0.01%
2023/04/06,12057.51,25341.61,-74.3,-0.61%
2023/04/07,12065.11,25357.58,7.6,0.06%
2023/04/10,12063.48,25354.16,-1.63,-0.01%
2023/04/11,12054.4,25335.07,-9.08,-0.08%
2023/04/12,12024.4,25272.02,-30.0,-0.25%
2023/04/13,11902.02,25014.8,-122.38,-1.02%
2023/04/14,12008.59,25254.04,106.57,0.9%
2023/04/17,12026.74,25292.21,18.15,0.15%
2023/04/18,11941.06,25112.02,-85.68,-0.71%
2023/04/19,11845.43,24910.92,-95.63,-0.8%
2023/04/20,11850.69,24921.98,5.26,0.04%
2023/04/21,11803.04,24821.77,-47.65,-0.4%
2023/04/24,11780.49,24774.35,-22.55,-0.19%
2023/04/25,11596.24,24386.88,-184.25,-1.56%
2023/04/26,11543.91,24276.81,-52.33,-0.45%
2023/04/27,11570.56,24332.87,26.65,0.23%
2023/04/28,11710.83,24627.86,140.27,1.21%
2023/05/02,11722.75,24652.91,11.92,0.1%
2023/05/03,11661.01,24523.08,-61.74,-0.53%
2023/05/04,11697.97,24600.8,36.96,0.32%
2023/05/05,11728.55,24665.12,30.58,0.26%
2023/05/08,11796.35,24807.7,67.8,0.58%
2023/05/09,11870.87,24964.41,74.52,0.63%
2023/05/10,11777.53,24768.13,-93.34,-0.79%
2023/05/11,11708.92,24623.84,-68.61,-0.58%
2023/05/12,11652.7,24505.6,-56.22,-0.48%
2023/05/15,11646.19,24491.9,-6.51,-0.06%
2023/05/16,11806.55,24829.14,160.36,1.38%
2023/05/17,12023.89,25286.22,217.34,1.84%
2023/05/18,12191.04,25637.73,167.15,1.39%
2023/05/19,12238.9,25738.37,47.86,0.39%
2023/05/22,12215.59,25689.37,-23.31,-0.19%
2023/05/23,12206.77,25670.81,-8.82,-0.07%
2023/05/24,12149.16,25549.66,-57.61,-0.47%
2023/05/25,12316.08,25900.68,166.92,1.37%
2023/05/26,12595.92,26489.18,279.84,2.27%
2023/05/29,12658.93,26621.69,63.01,0.5%
2023/05/30,12657.78,26619.29,-1.15,-0.01%
2023/05/31,12563.87,26421.79,-93.91,-0.74%
2023/06/01,12467.77,26219.7,-96.1,-0.76%
2023/06/02,12636.08,26573.65,168.31,1.35%
2023/06/05,12590.64,26478.1,-45.44,-0.36%
2023/06/06,12655.79,26620.97,65.15,0.52%
2023/06/07,12804.36,26933.48,148.57,1.17%
2023/06/08,12657.69,26624.97,-146.67,-1.15%
2023/06/09,12771.24,26863.81,113.55,0.9%
2023/06/12,12877.01,27086.29,105.77,0.83%
2023/06/13,13138.63,27638.05,261.62,2.03%
2023/06/14,13126.08,27614.73,-12.55,-0.1%
2023/06/15,13160.88,27750.79,34.8,0.27%
2023/06/16,13115.73,27655.6,-45.15,-0.34%
2023/06/19,13087.33,27595.7,-28.4,-0.22%
2023/06/20,12999.12,27516.69,-88.21,-0.67%
2023/06/21,12982.59,27481.71,-16.53,-0.13%
2023/06/26,12858.77,27219.61,-123.82,-0.95%
2023/06/27,12766.38,27078.89,-92.39,-0.72%
2023/06/28,12800.37,27160.56,33.99,0.27%
2023/06/29,12762.14,27121.78,-38.23,-0.3%
2023/06/30,12721.72,27159.49,-40.42,-0.32%
2023/07/03,12823.76,27384.13,102.04,0.8%
2023/07/04,12862.1,27583.16,38.34,0.3%
2023/07/05,12797.47,27453.29,-64.63,-0.5%
2023/07/06,12502.08,26825.97,-295.39,-2.31%
2023/07/07,12460.03,26735.73,-42.05,-0.34%
2023/07/10,12445.63,26704.84,-14.4,-0.12%
2023/07/11,12659.15,27186.88,213.52,1.72%
2023/07/12,12708.19,27292.2,49.04,0.39%
2023/07/13,12791.97,27482.24,83.78,0.66%
2023/07/14,12951.0,27823.88,159.03,1.24%
2023/07/17,12974.72,27879.97,23.72,0.18%
2023/07/18,12887.58,27692.74,-87.14,-0.67%
2023/07/19,12832.26,27573.87,-55.32,-0.43%
2023/07/20,12822.17,27562.87,-10.09,-0.08%
2023/07/21,12605.37,27096.84,-216.8,-1.69%
2023/07/24,12603.0,27091.73,-2.37,-0.02%
2023/07/25,12773.57,27458.41,170.57,1.35%
2023/07/26,12754.74,27435.43,-18.83,-0.15%
2023/07/27,12794.02,27522.57,39.28,0.31%
2023/07/28,12809.45,27555.76,15.43,0.12%
2023/07/31,12747.0,27421.42,-62.45,-0.49%
2023/08/01,12844.92,27640.68,97.92,0.77%
2023/08/02,12659.39,27241.43,-185.53,-1.44%
2023/08/04,12569.18,27088.13,-90.21,-0.71%
2023/08/07,12649.06,27260.28,79.88,0.64%
2023/08/08,12541.1,27027.62,-107.96,-0.85%
2023/08/09,12572.14,27106.0,31.04,0.25%
2023/08/10,12470.82,26904.39,-101.32,-0.81%
2023/08/11,12413.1,26787.91,-57.72,-0.46%
2023/08/14,12300.65,26545.25,-112.45,-0.91%
2023/08/15,12288.82,26519.71,-11.83,-0.1%
2023/08/16,12269.29,26477.57,-19.53,-0.16%
2023/08/17,12279.1,26507.19,9.81,0.08%
2023/08/18,12198.49,26333.19,-80.61,-0.66%
2023/08/21,12170.47,26272.7,-28.02,-0.23%
2023/08/22,12222.25,26384.47,51.78,0.43%
2023/08/23,12348.3,26656.58,126.05,1.03%
2023/08/24,12552.53,27097.45,204.23,1.65%
2023/08/25,12286.88,26524.0,-265.65,-2.12%
2023/08/28,12354.25,26669.42,67.37,0.55%
