Date,Price Index,Total Return Index,Change,%Change
2023/08/29,12421.57,26814.74,67.32,0.54%
2023/08/30,12479.23,26939.23,57.66,0.46%
2023/08/31,12370.22,26703.91,-109.01,-0.87%
2023/09/01,12387.1,26740.34,16.88,0.14%
2023/09/04,12517.08,27020.94,129.98,1.05%
2023/09/05,12478.34,26937.29,-38.74,-0.31%
2023/09/06,12424.18,26820.38,-54.16,-0.43%
2023/09/07,12319.38,26594.14,-104.8,-0.84%
2023/09/08,12277.17,26503.02,-42.21,-0.34%
2023/09/11,12200.63,26350.2,-76.54,-0.62%
2023/09/12,12340.45,26652.17,139.82,1.15%
2023/09/13,12312.93,26592.74,-27.52,-0.22%
2023/09/14,12491.95,27050.57,179.02,1.45%
2023/09/15,12605.83,27297.18,113.88,0.91%
2023/09/18,12370.0,26786.48,-235.83,-1.87%
2023/09/19,12332.02,26704.26,-37.98,-0.31%
2023/09/20,12254.93,26537.32,-77.09,-0.63%
2023/09/21,12085.82,26171.13,-169.11,-1.38%
2023/09/22,12061.62,26118.72,-24.2,-0.2%
2023/09/25,12140.66,26289.86,79.04,0.66%
2023/09/26,11994.39,25975.07,-146.27,-1.2%
2023/09/27,12031.76,26055.99,37.37,0.31%
2023/09/28,12059.05,26115.08,27.29,0.23%
2023/10/02,12238.68,26504.11,179.63,1.49%
2023/10/03,12162.89,26339.97,-75.79,-0.62%
2023/10/04,12005.05,25998.16,-157.84,-1.3%
2023/10/05,12157.51,26328.32,152.46,1.27%
2023/10/06,12229.09,26483.34,71.58,0.59%
2023/10/11,12428.18,26914.47,199.09,1.63%
2023/10/12,12533.51,27142.58,105.33,0.85%
2023/10/13,12529.6,27134.12,-3.91,-0.03%
2023/10/16,12422.71,26902.63,-106.89,-0.85%
2023/10/17,12450.78,26963.41,28.07,0.23%
2023/10/18,12280.84,26595.39,-169.94,-1.36%
2023/10/19,12317.36,26674.54,36.52,0.3%
2023/10/20,12371.22,26791.18,53.86,0.44%
2023/10/23,12177.13,26370.85,-194.09,-1.57%
2023/10/24,12184.98,26387.84,7.85,0.06%
2023/10/25,12202.49,26425.78,17.51,0.14%
2023/10/26,11978.8,25941.35,-223.69,-1.83%
2023/10/27,12028.25,26048.43,49.45,0.41%
2023/10/30,12019.55,26029.6,-8.7,-0.07%
2023/10/31,11947.1,25872.7,-72.45,-0.6%
2023/11/01,11956.72,25893.54,9.62,0.08%
2023/11/02,12276.9,26586.91,320.18,2.68%
2023/11/03,12359.33,26765.42,82.43,0.67%
2023/11/06,12432.08,26922.98,72.75,0.59%
2023/11/07,12477.52,27021.38,45.44,0.37%
2023/11/08,12519.43,27112.14,41.91,0.34%
2023/11/09,12534.89,27145.61,15.46,0.12%
2023/11/10,12493.28,27055.5,-41.61,-0.33%
2023/11/13,12673.77,27446.39,180.49,1.44%
2023/11/14,12717.88,27541.9,44.11,0.35%
2023/11/15,12887.23,27908.64,169.35,1.33%
2023/11/16,12905.69,27948.63,18.46,0.14%
2023/11/17,12905.94,27949.17,0.25,0%
2023/11/20,12887.95,27910.21,-17.99,-0.14%
2023/11/21,13073.68,28312.42,185.73,1.44%
2023/11/22,12957.91,28061.71,-115.77,-0.89%
2023/11/23,12942.1,28027.47,-15.81,-0.12%
2023/11/24,12930.13,28001.56,-11.97,-0.09%
2023/11/27,12808.51,27738.17,-121.62,-0.94%
2023/11/28,12941.09,28025.28,132.58,1.04%
2023/11/29,12945.77,28035.43,4.68,0.04%
2023/11/30,12993.54,28138.87,47.77,0.37%
2023/12/01,12985.61,28121.7,-7.93,-0.06%
2023/12/04,12935.97,28014.19,-49.64,-0.38%
2023/12/05,12858.88,27847.26,-77.09,-0.6%
2023/12/06,12874.88,27881.9,16.0,0.12%
2023/12/07,12806.53,27733.88,-68.35,-0.53%
2023/12/08,12891.28,27917.43,84.75,0.66%
2023/12/11,12934.01,28009.96,42.73,0.33%
2023/12/12,12969.89,28087.66,35.88,0.28%
2023/12/13,12977.57,28104.29,7.68,0.06%
2023/12/14,13125.86,28495.03,148.29,1.14%
2023/12/15,13161.81,28573.07,35.95,0.27%
2023/12/18,13156.5,28561.55,-5.31,-0.04%
2023/12/19,13131.4,28507.06,-25.1,-0.19%
2023/12/20,13139.33,28524.27,7.93,0.06%
2023/12/21,13037.14,28302.43,-102.19,-0.78%
2023/12/22,13098.2,28434.98,61.06,0.47%
2023/12/25,13119.7,28481.67,21.5,0.16%
2023/12/26,13219.61,28698.56,99.91,0.76%
2023/12/27,13355.02,28992.53,135.41,1.02%
2023/12/28,13370.94,29027.07,15.92,0.12%
2023/12/29,13381.88,29050.82,10.94,0.08%
2024/01/02,13309.21,28893.07,-72.67,-0.54%
2024/01/03,13034.49,28296.67,-274.72,-2.06%
2024/01/04,13037.78,28338.84,3.29,0.03%
2024/01/05,12974.48,28201.26,-63.3,-0.49%
2024/01/08,13051.34,28368.31,76.86,0.59%
2024/01/09,13056.48,28379.5,5.14,0.04%
2024/01/10,13000.8,28258.47,-55.68,-0.43%
2024/01/11,13044.4,28353.22,43.6,0.34%
2024/01/12,13028.72,28319.16,-15.68,-0.12%
2024/01/15,13047.86,28360.74,19.14,0.15%
2024/01/16,12894.4,28027.18,-153.46,-1.18%
2024/01/17,12789.29,27798.73,-105.11,-0.82%
2024/01/18,12879.27,27994.31,89.98,0.7%
2024/01/19,13398.22,29122.29,518.95,4.03%
2024/01/22,13458.53,29253.37,60.31,0.45%
2024/01/23,13494.22,29330.97,35.69,0.27%
2024/01/24,13496.01,29334.85,1.79,0.01%
2024/01/25,13677.24,29728.76,181.23,1.34%
2024/01/26,13676.62,29727.41,-0.62,-0%
2024/01/29,13761.93,29912.85,85.31,0.62%
2024/01/30,13673.25,29720.1,-88.68,-0.64%
2024/01/31,13514.69,29375.45,-158.56,-1.16%
2024/02/01,13535.14,29419.89,20.45,0.15%
2024/02/02,13626.41,29618.29,91.27,0.67%
2024/02/05,13717.55,29816.39,91.14,0.67%
2024/02/15,14316.48,31118.22,598.93,4.37%
2024/02/16,14179.07,30819.54,-137.41,-0.96%
2024/02/19,14170.87,30801.71,-8.2,-0.06%
2024/02/20,14313.53,31111.8,142.66,1.01%
2024/02/21,14210.54,30887.95,-102.99,-0.72%
2024/02/22,14378.29,31252.56,167.75,1.18%
2024/02/23,14456.43,31422.41,78.14,0.54%
2024/02/26,14487.52,31489.99,31.09,0.22%
2024/02/27,14441.88,31390.78,-45.64,-0.32%
2024/02/29,14445.23,31398.06,3.35,0.02%
2024/03/01,14391.52,31281.32,-53.71,-0.37%
2024/03/04,14831.74,32238.18,440.22,3.06%
2024/03/05,14898.45,32383.19,66.71,0.45%
2024/03/06,15005.49,32615.85,107.04,0.72%
2024/03/07,15317.39,33293.8,311.9,2.08%
2024/03/08,15572.16,33847.56,254.77,1.66%
2024/03/11,15425.14,33527.98,-147.02,-0.94%
2024/03/12,15558.6,33818.07,133.46,0.87%
2024/03/13,15658.63,34035.5,100.03,0.64%
2024/03/14,15681.95,34086.19,23.32,0.15%
2024/03/15,15379.08,33427.87,-302.87,-1.93%
2024/03/18,15541.63,33862.22,162.55,1.06%
2024/03/19,15522.63,33820.82,-19.0,-0.12%
2024/03/20,15454.87,33673.19,-67.76,-0.44%
2024/03/21,15857.08,34553.61,402.21,2.6%
2024/03/22,15885.54,34615.62,28.46,0.18%
2024/03/25,15810.19,34451.42,-75.35,-0.47%
2024/03/26,15804.63,34439.32,-5.56,-0.04%
2024/03/27,15830.04,34499.8,25.41,0.16%
2024/03/28,15766.69,34361.75,-63.35,-0.4%
2024/03/29,15935.62,34729.9,168.93,1.07%
2024/04/01,15780.92,34392.76,-154.7,-0.97%
2024/04/02,16066.31,35014.73,285.39,1.81%
2024/04/03,15923.05,34702.52,-143.26,-0.89%
2024/04/08,15975.05,34815.83,52.0,0.33%
2024/04/09,16384.21,35707.55,409.16,2.56%
2024/04/10,16336.04,35602.58,-48.17,-0.29%
2024/04/11,16352.39,35638.2,16.35,0.1%
2024/04/12,16280.59,35504.48,-71.8,-0.44%
2024/04/15,16020.39,34937.05,-260.2,-1.6%
2024/04/16,15597.84,34015.56,-422.55,-2.64%
2024/04/17,15839.53,34542.62,241.69,1.55%
2024/04/18,15881.13,34633.34,41.6,0.26%
2024/04/19,15112.51,32957.15,-768.62,-4.84%
2024/04/22,15034.56,32787.16,-77.95,-0.52%
2024/04/23,15192.43,33131.43,157.87,1.05%
2024/04/24,15684.52,34204.59,492.09,3.24%
2024/04/25,15392.7,0.0,-291.82,-1.86%
